Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,MPL,improves,Clinical_Manifestation,cognitive function,MPL改善认知功能
<Gene,TREM2,linked_to,Risk_Factor,LOAD,TREM2基因多态性与LOAD风险增加相关>
<Protein,TLR4,affects,Protein,MAPK,TLR4影响MAPK的激活>
Treatment,MPL,reduces,Pathological_Change,Aβ deposits,MPL减少淀粉样蛋白沉积
Protein,TLR4,interacts_with,Protein,CD14,TLR4与CD14相互作用
Protein,TLR4,mediates,Pathological_Change,CD36 expression,TLR4介导CD36表达
Protein,TLR4,enhances,Pathological_Change,amyloid-beta phagocytosis,TLR4蛋白增强淀粉样蛋白的吞噬作用
Gene,TLR4,has_polymorphism,Risk_Factor,rs12377632,TLR4基因的rs12377632多态性与阿尔茨海默病风险相关
Protein,TLR4,mediates,Pathological_Change,MyD88-dependent signaling,TLR4介导MyD88依赖性信号通路
Protein,TLR4,affects,Clinical_Manifestation,cognitive functioning,TLR4蛋白影响认知功能
Protein,TLR4,mediates,Pathological_Change,inflammatory response,TLR4介导炎症反应
<Protein,TLR4,affects,Pathological_Change,cognitive impairment,TLR4影响认知功能障碍>
Protein,TLR4,expressed_in,Brain_Region,microglia,TLR4蛋白在微胶质细胞中表达
<Protein,TLR4,affects,Pathological_Change,Aβ accumulation,TLR4影响Aβ积累>
Protein,TLR4,mediates,Pathological_Change,actin assembly,TLR4介导肌动蛋白组装
Gene,TLR4,involves_in,Disease,Alzheimer's disease,TLR4基因与阿尔茨海默病的发病机制相关
Protein,TLR4,mediates,Pathological_Change,dynamic rearrangement of the actin cytoskeleton,TLR4介导肌动蛋白细胞骨架的动态重排
Protein,TLR4,affects,Pathological_Change,neuronal apoptosis,TLR4蛋白影响神经元凋亡
Protein,TLR4,mediates,Pathological_Change,Rac and Cdc42 activation,TLR4介导Rac和Cdc42激活
Protein,TLR4,mediates,Pathological_Change,cognitive impairment,TLR4介导认知障碍
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结
Protein,TLR4,improves,Clinical_Manifestation,learning and memory,TLR4改善学习和记忆功能
Protein,TLR4,mediates,Pathological_Change,small GTPases activation,TLR4介导小GTP酶激活
Gene,TLR4,has_polymorphism,Risk_Factor,rs4986790,TLR4基因的rs4986790多态性与阿尔茨海默病风险相关
Treatment,MPL,upregulates,Protein,SR-A,MPL上调SR-A的表达
<Protein,HMGB1,affects,Pathological_Change,memory deficits,HMGB1导致记忆功能受损>
Protein,TLR4,mediates,Pathological_Change,SR-A expression,TLR4介导SR-A表达
Protein,TLR4,interacts_with,Protein,MD-2,TLR4与MD-2相互作用
Protein,HMGB1,interacts_with,Protein,amyloid-beta,HMGB1蛋白与淀粉样蛋白相互作用
Gene,TLR4,linked_to,Disease,Alzheimer's disease,TLR4基因与阿尔茨海默病相关
Protein,TREM2,interacts_with,Protein,ApoE,TREM2蛋白与ApoE相互作用
Protein,TLR4,mediates,Pathological_Change,synaptic loss,TLR4介导突触损失
Protein,TLR4,activates,Pathological_Change,microglia activation,TLR4激活微胶质细胞
Protein,TLR4,expressed_in,Brain_Region,oligodendrocytes,TLR4蛋白在少突胶质细胞中表达
Protein,TLR4,mediates,Pathological_Change,G protein-coupled receptor activation,TLR4介导G蛋白偶联受体激活
Pathological_Change,neuroinflammation,linked_to,Disease,Alzheimer's disease,神经炎症与阿尔茨海默病相关
Protein,TLR4,induces,Pathological_Change,IFN-β expression,TLR4诱导IFN-β表达
<Treatment,TAK-242,inhibits,Protein,TLR4,TAK-242抑制TLR4活性>
Disease,Alzheimer's disease,has_biomarker,Protein,amyloid-beta,淀粉样蛋白是阿尔茨海默病的生物标志物
Protein,TLR4,reduces,Pathological_Change,oxidative stress,TLR4减少氧化应激
Gene,TLR4,has_polymorphism,Risk_Factor,rs7045953,TLR4基因的rs7045953多态性与阿尔茨海默病风险相关
Protein,TLR4,enhances,Pathological_Change,Aβ clearance,TLR4增强淀粉样蛋白的清除
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
<Gene,PLCγ2,linked_to,Disease,Alzheimer's disease,PLCγ2基因变异与阿尔茨海默病相关>
Gene,TLR4,has_polymorphism,Risk_Factor,rs1927907,TLR4基因的rs1927907多态性与阿尔茨海默病风险相关
Treatment,MPL,improves,Clinical_Manifestation,spatial and working memory,MPL改善空间和工作记忆
Gene,TLR4,has_polymorphism,Risk_Factor,rs1927911,TLR4基因的rs1927911多态性与阿尔茨海默病风险相关
<Treatment,Gx-50,suppresses,Protein,TLR4,Gx-50抑制TLR4表达>
<Protein,TLR4,affects,Pathological_Change,neuronal apoptosis,TLR4影响神经元凋亡>
Gene,TLR4,has_polymorphism,Risk_Factor,Asp299Gly,TLR4基因的Asp299Gly多态性与阿尔茨海默病风险相关
<Protein,TREM2,affects,Pathological_Change,Aβ pathology,TREM2对Aβ病理有保护作用>
Protein,TLR4,reduces,Pathological_Change,pro-inflammatory cytokine release,TLR4减少促炎细胞因子的释放
Protein,TLR4,mediates,Pathological_Change,clathrin-dependent internalization,TLR4介导网格蛋白依赖性内吞作用
Gene,TLR4,has_polymorphism,Risk_Factor,rs7037117,TLR4基因的rs7037117多态性与阿尔茨海默病风险相关
Protein,TLR4,mediates,Pathological_Change,anti-inflammatory cytokine production,TLR4介导抗炎细胞因子的产生
<Protein,TREM2,reduces,Protein,TLR4,TREM2过表达降低TLR4水平>
Disease,Alzheimer's disease,characterized_by,Pathological_Change,intracellular neurofibrillary tangles,阿尔茨海默病以细胞内神经纤维缠结为特征
Treatment,MPL,activates,Protein,TLR4,MPL激活TLR4
Treatment,MPL,induces,Pathological_Change,actin remodeling,MPL诱导肌动蛋白重塑
<Protein,TLR4,affects,Protein,NF-κB,TLR4影响NF-κB的核转位>
<Protein,APOE,affects,Pathological_Change,phagocytosis of apoptotic neurons,APOE促进凋亡神经元的吞噬>
<Gene,APOE,linked_to,Risk_Factor,LOAD,APOE-ε4基因是LOAD的强风险因素>
Protein,TLR4,mediates,Pathological_Change,immune tolerance,TLR4介导免疫耐受
Protein,TLR4,improves,Clinical_Manifestation,cognitive function,TLR4改善认知功能
Gene,TLR4,has_polymorphism,Risk_Factor,rs10759930,TLR4基因的rs10759930多态性与阿尔茨海默病风险相关
Pathological_Change,neuronal apoptosis,linked_to,Disease,Alzheimer's disease,神经元凋亡与阿尔茨海默病相关
Pathological_Change,oxidative stress,linked_to,Disease,Alzheimer's disease,氧化应激与阿尔茨海默病相关
Protein,TLR4,mediates,Pathological_Change,actin filament assembly,TLR4介导肌动蛋白丝组装
Research_Method,animal models,used_for,Disease,Alzheimer's disease,动物模型用于研究阿尔茨海默病
<Gene,TREM2,regulates,Protein,TLR4,TREM2基因调节TLR4蛋白的表达>
Protein,TLR4,activates,Pathological_Change,NF-κB activation,TLR4激活NF-κB
Protein,TLR4,mediates,Pathological_Change,phagocytosis,TLR4介导吞噬作用
Protein,TLR4,mediates,Pathological_Change,TRIF-dependent signaling,TLR4介导TRIF依赖性信号通路
Protein,TLR4,mediates,Pathological_Change,MyD88-independent Cdc42/Rac pathways,TLR4介导MyD88非依赖性Cdc42/Rac通路
<Protein,HMGB1,affects,Pathological_Change,Aβ oligomerization,HMGB1影响Aβ寡聚化>
Protein,TLR4,mediates,Pathological_Change,neuroprotective cytokine production,TLR4介导神经保护性细胞因子的产生
Protein,TLR4,mediates,Pathological_Change,neuroprotection,TLR4介导神经保护作用
