Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Gene,SPI1,is_differentially_expressed_in,Disease,Alzheimer's disease,SPI1基因在阿尔茨海默病患者大脑中表达异常
Gene,ABCA1,increases_risk_of,Disease,Alzheimer's disease,ABCA1基因与阿尔茨海默病风险相关
Protein,apoE,transports,Biomarker,cholesterol,apoE蛋白在大脑中运输胆固醇
Gene,DDB2,is_differentially_expressed_in,Disease,Alzheimer's disease,DDB2基因在阿尔茨海默病患者大脑中表达异常
Gene,rs3844143,located_on,Chromosome,11,rs3844143基因位于11号染色体
Clinical_Test,neuropathologic diagnosis,confirms,Disease,Alzheimer's disease,神经病理学诊断用于确认阿尔茨海默病
Pathological_Change,cholesterol metabolism,is_abnormal_in,Disease,Alzheimer's disease,阿尔茨海默病患者大脑中胆固醇代谢异常
Gene,DDB2,increases_risk_of,Disease,Alzheimer's disease,DDB2基因与阿尔茨海默病风险相关
Gene,APOE,excluded_from,Research_Method,GWAS,APOE基因在GWAS研究中被排除
Gene,SPI1,increases_risk_of,Disease,Alzheimer's disease,SPI1基因与阿尔茨海默病风险相关
Gene,MBLAC1,associated_with,Disease,Alzheimer's disease,MBLAC1基因与阿尔茨海默病相关
Gene,MINK1,is_differentially_expressed_in,Disease,Alzheimer's disease,MINK1基因在阿尔茨海默病患者大脑中表达异常
Protein,LDLR,binds_to,Biomarker,cholesterol,低密度脂蛋白受体结合胆固醇
Gene,MYBPC3,increases_risk_of,Disease,Alzheimer's disease,MYBPC3基因与阿尔茨海默病风险相关
Research_Method,conjunction FDR,identifies,Gene,pleiotropic loci,联合FDR方法用于识别多效性基因位点
Pathological_Change,brain atrophy,is_linked_to,Disease,Alzheimer's disease,脑萎缩与阿尔茨海默病相关
Gene,MINK1,increases_risk_of,Disease,Alzheimer's disease,MINK1基因与阿尔茨海默病风险相关
Research_Method,meta-analysis,confirms,Gene,AD-associated genes,荟萃分析用于确认与阿尔茨海默病相关的基因
Research_Method,fold-enrichment plots,visualizes,Genetic_Enrichment,AD-associated SNPs,富集图用于可视化与阿尔茨海默病相关的SNP富集情况
Research_Method,cis-eQTL analysis,identifies,Gene,PLD2,顺式表达数量性状位点分析发现PLD2基因与阿尔茨海默病相关
Gene,rs6733839,located_on,Chromosome,2,rs6733839基因位于2号染色体
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,hypertension,高血压是阿尔茨海默病的风险因素
Risk_Factor,HDL,affects,Disease,Alzheimer's disease,高密度脂蛋白影响阿尔茨海默病的发病
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,hypercholesterolemia,高胆固醇血症是阿尔茨海默病的风险因素
Gene,MBLAC1,is_differentially_expressed_in,Disease,Alzheimer's disease,MBLAC1基因在阿尔茨海默病患者大脑中表达异常
Disease,Alzheimer's disease,associated_with,Risk_Factor,coronary artery disease,阿尔茨海默病与冠状动脉疾病相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,type 2 diabetes,2型糖尿病是阿尔茨海默病的风险因素
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,obesity,肥胖是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,cardiovascular disease,心血管疾病是阿尔茨海默病的风险因素
Risk_Factor,hypercholesterolemia,damages,Brain_Region,blood-brain barrier,高胆固醇血症可能损害血脑屏障
Gene,rs35991721,located_on,Chromosome,7,rs35991721基因位于7号染色体
Gene,DDB2,associated_with,Disease,Alzheimer's disease,DDB2基因与阿尔茨海默病相关
Gene,rs1534576,located_on,Chromosome,11,rs1534576基因位于11号染色体
Gene,MAPT,excluded_from,Research_Method,GWAS,MAPT基因在GWAS研究中被排除
Gene,MBLAC1,increases_risk_of,Disease,Alzheimer's disease,MBLAC1基因与阿尔茨海默病风险相关
Risk_Factor,triglycerides,affects,Disease,Alzheimer's disease,甘油三酯水平影响阿尔茨海默病的发病
Gene,APOE,increases_risk_of,Disease,Alzheimer's disease,APOE基因增加阿尔茨海默病的风险
Brain_Region,temporal cortex,shows_gene_expression_changes_in,Disease,Alzheimer's disease,阿尔茨海默病患者颞叶皮层基因表达发生改变
Gene,HLA,excluded_from,Research_Method,GWAS,HLA基因在GWAS研究中被排除
Gene,MINK1,associated_with,Disease,Alzheimer's disease,MINK1基因与阿尔茨海默病相关
Gene,rs17125924,located_on,Chromosome,14,rs17125924基因位于14号染色体
Gene,rs1534576,linked_with,Gene,rs2071305,rs1534576与rs2071305基因存在连锁不平衡
Gene,rs536810,located_on,Chromosome,6,rs536810基因位于6号染色体
Research_Method,meta-analysis,identifies,Genetic_Variant,novel AD-associated SNPs,荟萃分析发现新的阿尔茨海默病相关遗传变异
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,plasma lipids,血浆脂质水平与阿尔茨海默病风险相关
Gene,rs1534576,linked_with,Gene,rs10838725,rs1534576与rs10838725基因存在连锁不平衡
Gene,rs1534576,linked_with,Gene,rs1057233,rs1534576与rs1057233基因存在连锁不平衡
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,type 2 diabetes,阿尔茨海默病与2型糖尿病相关
Gene,ABCA7,increases_risk_of,Disease,Alzheimer's disease,ABCA7基因与阿尔茨海默病风险相关
Risk_Factor,cholesterol,affects,Disease,Alzheimer's disease,胆固醇水平影响阿尔茨海默病的发病
Disease,Alzheimer's disease,associated_with,Risk_Factor,body mass index,阿尔茨海默病与体重指数相关
Research_Method,GWAS,identifies,Gene,AD-associated genes,全基因组关联研究用于识别与阿尔茨海默病相关的基因
Gene,PICALM,increases_risk_of,Disease,Alzheimer's disease,PICALM基因增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,physical inactivity,缺乏运动是阿尔茨海默病的风险因素
Gene,BIN1,increases_risk_of,Disease,Alzheimer's disease,BIN1基因增加阿尔茨海默病的风险
Risk_Factor,LDL,affects,Disease,Alzheimer's disease,低密度脂蛋白影响阿尔茨海默病的发病
Risk_Factor,lipid metabolism,affects,Disease,Alzheimer's disease,脂质代谢异常影响阿尔茨海默病的发病
Gene,CLU,increases_risk_of,Disease,Alzheimer's disease,CLU基因与阿尔茨海默病风险相关
Gene,rs1534576,linked_with,Gene,rs11039131,rs1534576与rs11039131基因存在连锁不平衡
